MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Current - Supply,Data Rate,DigiKey Programmable,Function,Grade,Input Type,Interface,Number of Inputs,Number of Outputs,Operating Temperature,Output Type,Protocol,Qualification,Series,Standards,Voltage - Supply
SC16IS752IPW-S,NXP USA Inc.,IC UART DUAL I2C/SPI 28-TSSOP,pmic-supervisors,0,3.27845,"28-TSSOP (0.173"", 4.40mm Width)",,Discontinued at DigiKey,https://www.nxp.com/docs/en/data-sheet/SC16IS752_SC16IS762.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC16IS752IPW-S/946246,2mA,,Not Verified,Controller,,,"I2C, SPI, UART",,,-40°C ~ 95°C,,"RS232, RS485",,,,"2.5V, 3.3V"
SC16IS752IPW-T,NXP USA Inc.,IC UART DUAL I2C/SPI 28-TSSOP,pmic-supervisors,0,3.21702,"28-TSSOP (0.173"", 4.40mm Width)",,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/751/SC16IS752%2C762.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC16IS752IPW-T/948942,2mA,,Not Verified,Controller,,,"I2C, SPI, UART",,,-40°C ~ 95°C,,"RS232, RS485",,,,"2.5V, 3.3V"
"SC16IS760IBS,128",NXP USA Inc.,IC UART I2C/SPI 24-HVQFN,pmic-supervisors,2819,5.7,24-VFQFN Exposed Pad,,Active,https://www.nxp.com/docs/en/data-sheet/SC16IS740_750_760.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC16IS760IBS-128/948943,6mA,,Not Verified,Controller,,,"I2C, SPI, UART",,,-40°C ~ 95°C,,"RS232, RS485",,,,"2.5V, 3.3V"
SC16IS760IPW-S,NXP USA Inc.,IC UART I2C/SPI 24-TSSOP,pmic-supervisors,0,2.07693,"24-TSSOP (0.173"", 4.40mm Width)",,Discontinued at DigiKey,https://www.nxp.com/docs/en/data-sheet/SC16IS740_750_760.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC16IS760IPW-S/946248,6mA,,Not Verified,Controller,,,"I2C, SPI, UART",,,-40°C ~ 95°C,,"RS232, RS485",,,,"2.5V, 3.3V"
SC16IS760IPW-T,NXP USA Inc.,IC UART I2C/SPI 24-TSSOP,pmic-supervisors,0,2.04684,"24-TSSOP (0.173"", 4.40mm Width)",,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/321/SC16IS740%2C750%2C760.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC16IS760IPW-T/948944,6mA,,Not Verified,Controller,,,"I2C, SPI, UART",,,-40°C ~ 95°C,,"RS232, RS485",,,,"2.5V, 3.3V"
"SC16IS762IBS,128",NXP USA Inc.,IC DUAL UART 64BYTE 32HVQFN,pmic-supervisors,4122,8.03,32-VFQFN Exposed Pad,,Active,https://www.nxp.com/docs/en/data-sheet/SC16IS752_SC16IS762.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC16IS762IBS-128/1158205,2mA,,Not Verified,Controller,,,"I2C, SPI, UART",,,-40°C ~ 95°C,,"RS232, RS485",,,,"2.5V, 3.3V"
SC16IS762IBS-T,NXP USA Inc.,IC UART DUAL I2C/SPI 32-HVQFN,pmic-supervisors,0,3.62997,32-VFQFN Exposed Pad,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/751/SC16IS752%2C762.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC16IS762IBS-T/948945,2mA,,Not Verified,Controller,,,"I2C, SPI, UART",,,-40°C ~ 95°C,,"RS232, RS485",,,,"2.5V, 3.3V"
"SC16IS762IPW,112",NXP Semiconductors,"Serial I/O Controller, 2 Channel",pmic-supervisors,835,4.64,-,,Obsolete,,https://www.digikey.com/en/products/detail/flip-electronics/SC16IS762IPW-112/28140753,,,,,,,,,,,,,,*,,
"SC16IS762IPW,128",NXP USA Inc.,IC DUAL UART 64BYTE 28TSSOP,pmic-supervisors,8080,8.03,"28-TSSOP (0.173"", 4.40mm Width)",,Active,https://www.nxp.com/docs/en/data-sheet/SC16IS752_SC16IS762.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC16IS762IPW-128/1158207,2mA,,Not Verified,Controller,,,"I2C, SPI, UART",,,-40°C ~ 95°C,,"RS232, RS485",,,,"2.5V, 3.3V"
SC16IS762IPW-S,NXP USA Inc.,IC UART DUAL I2C/SPI 28-TSSOP,pmic-supervisors,0,3.52051,"28-TSSOP (0.173"", 4.40mm Width)",,Discontinued at DigiKey,https://www.nxp.com/docs/en/data-sheet/SC16IS752_SC16IS762.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC16IS762IPW-S/946250,2mA,,Not Verified,Controller,,,"I2C, SPI, UART",,,-40°C ~ 95°C,,"RS232, RS485",,,,"2.5V, 3.3V"
SC16IS762IPW-T,NXP USA Inc.,IC UART DUAL I2C/SPI 28-TSSOP,pmic-supervisors,0,3.45541,"28-TSSOP (0.173"", 4.40mm Width)",,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/751/SC16IS752%2C762.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC16IS762IPW-T/948946,2mA,,Not Verified,Controller,,,"I2C, SPI, UART",,,-40°C ~ 95°C,,"RS232, RS485",,,,"2.5V, 3.3V"
"SC16IS850LIBS,157",NXP Semiconductors,IC CONTROLLER 24HVQFN,pmic-supervisors,4222,2.29,24-VFQFN Exposed Pad,,Obsolete,https://www.nxp.com/docs/en/data-sheet/SC16IS850L.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SC16IS850LIBS-157/11522491,2mA,,Not Verified,Controller,,,"I2C, SPI, UART",,,-40°C ~ 85°C,,"RS232, RS485",,,,"2.5V, 3.3V"
SC18IM700IPW/S8HP,NXP USA Inc.,IC CTRL I2CW/UART 16TSSOP,pmic-supervisors,0,1.9811,"16-TSSOP (0.173"", 4.40mm Width)",,Obsolete,https://www.nxp.com/docs/en/data-sheet/SC18IM700.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC18IM700IPW-S8HP/7652690,9mA,,Not Verified,Controller,,,UART,,,-40°C ~ 85°C,,I2C,,,,2.4V ~ 3.6V
SC18IM704PWJ,NXP USA Inc.,IC UART TO I2C BRIDGE,pmic-supervisors,13017,4.15,"16-TSSOP (0.173"", 4.40mm Width)",,Active,https://www.nxp.com/docs/en/data-sheet/SC18IM704.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC18IM704PWJ/16274140,4mA,,Not Verified,Controller,,,UART,,,-40°C ~ 105°C (TA),,I2C,,,,1.71V ~ 3.6V
SC18IS600IPW/S8HP,NXP USA Inc.,IC I2C CONTROLLER SPI 16TSSOP,pmic-supervisors,0,5.82,"16-TSSOP (0.173"", 4.40mm Width)",,Obsolete,https://www.nxp.com/docs/en/data-sheet/SC18IS600.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC18IS600IPW-S8HP/7803937,11mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 85°C,,I2C,,,,2.4V ~ 3.6V
"SC18IS601IBS,128",NXP USA Inc.,IC I2C BUS INTERFACE 24-HVQFN,pmic-supervisors,0,1.26453,24-VFQFN Exposed Pad,,Obsolete,https://www.nxp.com/docs/en/data-sheet/SC18IS600.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC18IS601IBS-128/2034408,11mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 85°C,,I2C,,,,2.4V ~ 3.6V
"SC18IS601IBS,151",NXP USA Inc.,IC SPI TO I2C BUS 24-HVQFN,pmic-supervisors,0,1.32608,24-VFQFN Exposed Pad,,Obsolete,https://www.nxp.com/docs/en/data-sheet/SC18IS600.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC18IS601IBS-151/2025004,11mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 85°C,,I2C,,,,2.4V ~ 3.6V
"SC18IS601IBS,157",NXP USA Inc.,IC I2C BUS INTERFACE 24-HVQFN,pmic-supervisors,0,1.24306,24-VFQFN Exposed Pad,,Obsolete,https://www.nxp.com/docs/en/data-sheet/SC18IS600.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC18IS601IBS-157/2034407,11mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 85°C,,I2C,,,,2.4V ~ 3.6V
"SC18IS601IPW,112",NXP USA Inc.,IC CONTROLLER SPI/I2C 16TSSOP,pmic-supervisors,0,1.37871,"16-TSSOP (0.173"", 4.40mm Width)",,Obsolete,https://www.nxp.com/docs/en/data-sheet/SC18IS600.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SC18IS601IPW-112/1033518,11mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 85°C,,I2C,,,,2.4V ~ 3.6V
