MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Grade,Logic Type,Number of Bits,Operating Temperature,Qualification,Series,Supply Voltage
SSTVA16859AKLF,Renesas Electronics Corporation,IC REGTR BUFF 13-26BIT 56-VFQFPN,clock-timing-programmable-timers-oscillators,0,0.0,56-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/SSTVA16859AKLF/2019900,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,,2.3V ~ 2.7V
SSTVA16859CGLF,Renesas Electronics Corporation,IC REGTR BUFF 13-26BIT 64-TSSOP,clock-timing-programmable-timers-oscillators,0,0.0,"64-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://www.renesas.com/us/en/document/dst/sstva16859c-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/SSTVA16859CGLF/2019904,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,,2.3V ~ 2.7V
SSTVA16859CGLFT,Renesas Electronics Corporation,IC REGTR BUFF 13-26BIT 64-TSSOP,clock-timing-programmable-timers-oscillators,0,0.0,"64-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://www.renesas.com/us/en/document/dst/sstva16859c-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/SSTVA16859CGLFT/2019905,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,,2.3V ~ 2.7V
SSTVA16859CKLF,Renesas Electronics Corporation,IC REGTR BUFF 13-26BIT 56-VFQFPN,clock-timing-programmable-timers-oscillators,0,0.0,56-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.renesas.com/us/en/document/dst/sstva16859c-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/SSTVA16859CKLF/2019906,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,,2.3V ~ 2.7V
SSTVA16859CKLFT/M,Renesas Electronics Corporation,IC REG BUFF 13-26BIT 56-VFQFP-EP,clock-timing-programmable-timers-oscillators,0,0.0,56-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/SSTVA16859CKLFT-M/18076677,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,,2.3V ~ 2.7V
SSTVF16857AGLF,Renesas Electronics Corporation,IC REGISTER BUFFER 14BIT 48TSSOP,clock-timing-programmable-timers-oscillators,0,0.0,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/650/SSTVF16857AGLF.pdf,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/SSTVF16857AGLF/1916081,,Registered Buffer with SSTL_2 Compatible I/O for DDR,14,0°C ~ 70°C,,,2.3V ~ 2.7V
SSTVF16857AGLFT,Renesas Electronics Corporation,IC REGISTER BUFFER 14BIT 48TSSOP,clock-timing-programmable-timers-oscillators,0,0.0,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/650/SSTVF16857AGLF.pdf,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/SSTVF16857AGLFT/2019913,,Registered Buffer with SSTL_2 Compatible I/O for DDR,14,0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
SSTVF16857AGLFT/M,Renesas Electronics Corporation,IC REGISTER,clock-timing-programmable-timers-oscillators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/SSTVF16857AGLFT-M/18077362,,,,,,,
"SSTVF16857DGG,512",NXP USA Inc.,IC REGISTER BUFFER 14BIT 48TSSOP,clock-timing-programmable-timers-oscillators,0,0.0,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/SSTVF16857.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SSTVF16857DGG-512/1158377,,Registered Buffer with SSTL_2 Compatible I/O for DDR,14,0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
"SSTVF16857DGG,518",NXP USA Inc.,IC REGISTER BUFFER 14BIT 48TSSOP,clock-timing-programmable-timers-oscillators,0,0.0,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/SSTVF16857.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SSTVF16857DGG-518/1158378,,Registered Buffer with SSTL_2 Compatible I/O for DDR,14,0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
"SSTVF16857DGV,112",NXP USA Inc.,IC REGISTER BUFFER 14BIT 48TSSOP,clock-timing-programmable-timers-oscillators,0,0.0,"48-TFSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/SSTVF16857.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SSTVF16857DGV-112/1158379,,Registered Buffer with SSTL_2 Compatible I/O for DDR,14,0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
"SSTVF16857DGV,118",NXP USA Inc.,IC REGISTER BUFFER 14BIT 48TSSOP,clock-timing-programmable-timers-oscillators,0,0.0,"48-TFSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/SSTVF16857.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SSTVF16857DGV-118/1158380,,Registered Buffer with SSTL_2 Compatible I/O for DDR,14,0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
"SSTVF16857EV,518",NXP USA Inc.,IC REGISTER BUFFER 14BIT 56VFBGA,clock-timing-programmable-timers-oscillators,0,0.0,56-VFBGA,Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/SSTVF16857.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SSTVF16857EV-518/1158381,,Registered Buffer with SSTL_2 Compatible I/O for DDR,14,0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
SSTVF16859BKLFT,Renesas Electronics Corporation,IC REGTR BUFF 13-26BIT 56-VFQFPN,clock-timing-programmable-timers-oscillators,0,0.0,56-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/SSTVF16859BKLFT/2019924,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
SSTVF16859BKLFT/M,Renesas Electronics Corporation,IC REG BUFF 13-26BIT 56-VFQFP-EP,clock-timing-programmable-timers-oscillators,0,0.0,56-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/SSTVF16859BKLFT-M/18076774,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,,2.3V ~ 2.7V
"SSTVF16859BS,118",NXP USA Inc.,IC REGTR BUFF 13-26BIT 56-HVQFN,clock-timing-programmable-timers-oscillators,0,0.0,56-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/SSTVF16859.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SSTVF16859BS-118/812983,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
"SSTVF16859BS,151",NXP USA Inc.,IC REGTR BUFF 13-26BIT 56-HVQFN,clock-timing-programmable-timers-oscillators,0,0.0,56-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/SSTVF16859.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SSTVF16859BS-151/1158383,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
"SSTVF16859BS,157",NXP USA Inc.,IC REGTR BUFF 13-26BIT 56-HVQFN,clock-timing-programmable-timers-oscillators,0,0.0,56-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/SSTVF16859.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SSTVF16859BS-157/1158382,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
"SSTVN16859BS,118",NXP USA Inc.,IC REGTR BUFF 13-26BIT 56-HVQFN,clock-timing-programmable-timers-oscillators,0,0.0,56-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/975/SSTVF16859_Rev02.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SSTVN16859BS-118/812984,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,,2.3V ~ 2.7V
"SSTVN16859BS,151",NXP USA Inc.,IC REGTR BUFF 13-26BIT 56-HVQFN,clock-timing-programmable-timers-oscillators,0,0.0,56-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/975/SSTVF16859_Rev02.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SSTVN16859BS-151/1158385,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,,2.3V ~ 2.7V
"SSTVN16859BS,157",NXP USA Inc.,IC REGTR BUFF 13-26BIT 56-HVQFN,clock-timing-programmable-timers-oscillators,0,0.0,56-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/975/SSTVF16859_Rev02.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/SSTVN16859BS-157/1158384,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,,2.3V ~ 2.7V
SY100E116JY,Microchip Technology,IC DIFFERENTIAL RECEIVER 28PLCC,clock-timing-programmable-timers-oscillators,0,0.0,28-LCC (J-Lead),Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100e116.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100E116JY/1031557,,Differential Receiver,,-40°C ~ 85°C,,100E,4.2V ~ 5.5V
SY100E116JY-TR,Microchip Technology,IC DIFFERENTIAL RECEIVER 28PLCC,clock-timing-programmable-timers-oscillators,0,0.0,28-LCC (J-Lead),Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100e116.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100E116JY-TR/1031558,,Differential Receiver,,-40°C ~ 85°C,,100E,4.2V ~ 5.5V
SY100EL16VAKC,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,2.5953,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/382/SY10EL16VA-VF.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VAKC/1031687,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VAKC TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,2.075,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/382/SY10EL16VA-VF.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VAKC-TR/1031688,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VAKG,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,2.3114,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VAKG/1617315,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VAKG-TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,1.8,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VAKG-TR/1617316,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VAKI,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,1.81013,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VAKI/1031689,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VAKI-TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,1.65,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VAKI-TR/1031690,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VAZC,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,1.82079,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VAZC/1031691,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VAZC TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,2.075,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VAZC-TR/1031692,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VAZG,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VAZG/1617317,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VAZG-TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VAZG-TR/1617318,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VAZI,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,1.82079,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VAZI/1031693,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VAZI-TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,1.65,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VAZI-TR/1031694,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VBKC,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,2.5953,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/382/SY10EL16VA-VF.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VBKC/1031695,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VBKC TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,2.075,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/382/SY10EL16VA-VF.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VBKC-TR/1031696,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VBKG,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,0.0,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VBKG/1617319,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VBKG-TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,0.0,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VBKG-TR/1617320,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VBKI,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,1.81013,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VBKI/1031697,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VBKI-TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,1.65,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VBKI-TR/1031698,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VBZC,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,2.61295,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VBZC/1031699,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VBZC TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,2.075,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VBZC-TR/1031700,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VBZG,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,2.32747,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VBZG/1617321,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VBZG-TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,1.8,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VBZG-TR/1617322,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VBZI,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,2.16905,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VBZI/1031701,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VBZI-TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,1.65,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VBZI-TR/1031702,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VCKC,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,2.5953,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/382/SY10EL16VA-VF.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VCKC/1031703,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VCKC TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,2.075,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/382/SY10EL16VA-VF.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VCKC-TR/1031704,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VCKI,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,1.81013,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VCKI/1031705,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VCKI-TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-MSOP,clock-timing-programmable-timers-oscillators,0,1.65,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VCKI-TR/1031706,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VCZC,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,2.61295,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VCZC/1031707,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VCZC TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,2.075,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VCZC-TR/1031708,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VCZG,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,2.32747,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VCZG/2164045,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VCZI,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,1.82079,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VCZI/1031709,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VCZI-TR,Microchip Technology,IC DIFFERENTIAL RX 1BIT 8-SOIC,clock-timing-programmable-timers-oscillators,0,1.65,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,http://ww1.microchip.com/downloads/en/DeviceDoc/sy10-100el16va-vf.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VCZI-TR/1031710,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
SY100EL16VDKC,Microchip Technology,IC DIFFERENTIAL RX 1BIT 10-MSOP,clock-timing-programmable-timers-oscillators,0,2.30287,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/382/SY10EL16VA-VF.pdf,https://www.digikey.com/en/products/detail/microchip-technology/SY100EL16VDKC/1031711,,Differential Receiver,1,-40°C ~ 85°C,,100EL,"3.3V, 5V"
